State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
WA,35,876,301-4648,no,yes,800,4.198355943600962,3,0.6485974871451088,0.2909529282894185,3,7.847583570641509,5.974086545946533,200,3.640453058568793,5.388480181893939,9,1.2005112902948514,9,False.
IA,147,736,393-8930,yes,no,0,1.5004988320560706,2,2.9414006349478794,4.650853821194218,5,1.232128133610868,5.21728911480093,150,1.9824630257107287,5.802440433219688,2,8.25321660051748,3,False.
VA,99,866,734-1819,no,no,0,6.970549983004398,0,7.470175887231752,7.403363137690378,3,3.774720897437301,5.562602831060911,350,5.209558957956143,5.190369028589666,7,5.004642221518079,6,False.
NV,5,788,661-6291,no,yes,400,7.926101580060937,4,4.108801812198427,4.19841302997281,0,6.608430663203508,4.285823889017821,0,7.0003383204077565,4.125243927916747,6,2.9600611252710003,7,True.
MO,78,777,370-8999,no,no,0,8.816669055862508,1,5.910757467725524,6.996069427933752,1,5.851403819478282,1.4473770599123204,250,8.88301302916672,5.47025189448889,7,0.1125996078530331,8,True.
TN,128,847,879-7210,yes,no,0,6.040434520484999,4,2.302232722018624,3.994996690859186,0,7.186691707012687,5.81308130898636,150,5.464651006214115,4.0885358137255965,4,6.240594840758963,5,True.
AL,193,657,922-1976,no,yes,400,7.981061619330703,4,7.035516749943215,6.7543776738528685,3,5.750755876071875,3.733125668967,150,5.026328381557569,5.378665601275038,7,5.457024378999432,5,True.
RI,112,827,876-4753,yes,yes,800,9.13121253270876,0,5.644675724125266,0.2603736940777219,1,7.934598732871532,8.014738146017976,150,5.002852496184814,5.346287038549413,7,2.748272877512222,7,False.
SC,19,836,828-4131,yes,yes,400,7.454532259858005,4,5.519225062348234,2.9764805407190043,6,6.4381073669905104,7.737311737698765,250,4.966176272017691,4.238292430320774,6,3.150277962994805,5,False.
WI,48,877,728-6835,no,yes,200,10.709770680751774,3,8.337086931689775,9.367716852765383,3,6.14444822054851,3.77215597152063,250,6.37287390426152,5.536753642022405,8,4.249930404549429,5,True.
MA,125,776,773-3496,yes,yes,700,4.262188240942122,0,6.601781082224842,6.724894482257248,4,2.362619899921953,4.477083195974717,400,5.6545834254412135,6.153147040851559,5,4.816654246867559,6,False.
KS,47,758,412-9120,no,no,0,8.88390649529165,4,7.803761024045043,7.971948343156599,4,6.082173962985523,5.194745345964398,200,5.527842430384768,4.593421520323153,5,5.638951066864902,5,True.
MN,199,777,351-3361,no,no,0,4.644758273769153,6,5.556613677280594,2.6101730266416814,7,2.4160104500315844,4.888501707895316,100,7.208157614538058,4.874085506225912,6,1.2074132818187469,8,True.
CT,199,678,111-2033,no,no,0,0.6635820313192715,4,4.7024442138045845,5.412427159179278,6,1.8489357247815972,2.6710653340351582,350,4.801411688591745,4.2776049930366895,5,2.9452925754781307,5,False.
UT,149,858,250-3258,yes,no,0,5.167510467683894,7,6.261071992851278,9.495770149543636,4,4.411019238511324,1.843217131432731,400,6.156762462966141,4.477022645121002,5,4.752802451060586,6,False.
UT,40,858,222-8608,yes,no,0,1.5423031407884675,6,0.0124068581921958,2.042684542650657,1,2.271996732402616,4.655010060447522,200,7.240121673238128,4.157503510470831,0,0.0685481200240722,11,True.
WV,156,878,210-8269,yes,yes,600,1.435602968077652,2,2.862072945058719,4.723450700067486,0,3.159333279192348,4.0956408576106185,250,4.099243361341886,6.64832070486034,6,3.940453574345224,7,False.
KS,46,758,793-4614,yes,yes,400,9.218918122851154,3,7.314201153471928,6.186428755121138,2,6.578667206025939,3.824999440141996,150,5.474748813706979,6.476137166835306,7,5.73670507535344,4,True.
SC,35,836,215-1363,yes,no,0,3.932696280947117,4,5.5515379569262,6.293803584051488,5,3.412929424085208,2.900464141275462,150,6.046926158157687,6.564485971249485,3,4.9430556122049305,5,False.
AR,56,658,488-2089,yes,yes,700,0.3846698205961738,10,0.9142140754497898,7.087236547984823,1,5.050159237815583,0.6049363361738109,550,5.973092312859512,5.6582591502438,6,0.406489522366158,9,False.
NC,126,786,411-7828,yes,no,0,0.2357293393115389,4,4.6660263652152905,6.487181023425757,5,1.5925722913897884,2.828784371966272,350,1.7780910978840994,5.916664744444125,7,5.570781523383033,4,False.
WI,80,877,986-6931,no,no,0,7.601036849933179,5,6.190251723722396,7.220510629463004,5,4.556581337409632,5.260744388358461,200,5.877125006740991,3.209378381465881,7,3.834476199512224,5,True.
WI,22,877,550-3342,yes,no,0,6.968676853195209,4,6.879394150636586,7.695651187658138,5,3.794297663889089,4.359927066516479,250,5.86373129730039,4.596429314909614,7,3.6447756252158503,5,True.
ID,147,736,251-4147,no,no,0,3.574683720108977,4,6.65135510392457,6.661674048860123,7,2.9527978313706464,3.538068822461496,450,4.362285564754997,7.057217655198186,7,2.6982655534215008,5,False.
NE,35,786,949-8276,yes,no,0,8.403356402824414,2,5.2757352383717375,3.833352410182398,0,8.847918458175664,2.969895352698241,100,6.610321583544412,4.103173382723131,3,5.727714915688267,5,True.
SC,82,836,919-1907,yes,yes,700,3.4216461190398864,5,2.8671762871376334,6.763163144801933,1,3.341017467683963,4.225188185087438,250,5.274672793533034,4.1477222636371645,7,3.7565117027488895,6,True.
KS,48,758,938-4636,yes,no,0,6.495413242688244,1,7.683836223836485,3.614060301155313,5,5.436364830377764,4.499819722740954,150,5.0394019280093065,4.588782839952981,3,4.9485062942377,5,True.
WA,42,876,603-7998,yes,no,0,7.7409935869110065,2,10.469051596021057,5.313698466496752,7,4.890093092706564,3.00684125117861,200,5.9938634620823255,4.8853590682198,4,3.41849997180996,6,True.
IL,161,737,470-3257,yes,yes,600,5.23886637618098,2,6.983545183293194,6.116290753589801,4,4.278914575339477,4.399871925313266,300,4.317053438200807,6.129622968592282,5,6.85715165030199,4,False.
HI,156,727,823-8687,yes,yes,500,5.784250235698554,2,4.682877052913262,4.935975840742757,1,5.116770770831681,6.329294224763635,200,4.715984207308084,5.573141286588014,5,5.740614994606982,6,False.
VT,28,868,211-1292,no,yes,400,6.5845702375481405,5,4.28500088892479,3.884875651086933,4,4.632803082827221,5.4465402874086575,100,7.323964843652144,6.115681593055539,6,0.9602384378161162,6,True.
NV,130,788,986-1478,no,no,0,0.1072729244962644,4,3.351618191072653,4.097388906981567,4,2.922989805537335,4.576937810950762,300,1.392439421146785,5.160003543526091,7,5.559213509971276,4,False.
MS,148,778,651-7136,yes,no,0,0.1285857191575878,5,1.98504703640452,5.469721326030571,1,4.431535106612644,0.2111842911172274,350,4.129314866825381,6.103446056478009,6,4.223591134751532,7,False.
NM,25,787,762-9278,no,no,0,1.9670813044384388,5,3.696969875068244,4.581680723701547,3,3.75369021087429,2.2801328419163696,300,5.682395787270296,4.5442980088619445,5,1.7367255244612028,7,False.
HI,62,727,558-7252,no,yes,700,5.772571396509483,5,4.508456160988801,6.160102572316877,2,6.545732717025789,5.112252502577195,250,4.885081056327147,5.35204894077084,3,7.656577439118743,5,False.
NJ,77,787,675-1163,yes,yes,800,0.3887453134644314,1,3.1930532645242047,1.3222895429550046,0,3.768664975804091,3.474188690719261,200,2.5092642892884456,4.158679190693514,6,4.9707668113318535,6,False.
WV,178,878,929-7036,yes,yes,600,6.036026662035519,7,3.6382115251735785,7.807244381294226,2,6.373066601990912,3.972846302811583,350,6.233051382238529,4.846682393065715,6,3.770073858691136,6,False.
RI,138,827,934-6270,no,yes,300,5.611231876802391,7,1.4368997515303272,4.418987455181719,6,0.6017719418419532,0.3314265986352263,350,3.219668637905377,6.058718568346523,3,3.1733249113684465,4,False.
IA,13,736,197-3587,yes,no,0,3.4905713810397883,4,3.802678179297277,5.429110431203506,3,4.984659149486537,5.340700265790345,300,3.972207253789128,6.383378922834204,4,5.888821306094012,5,False.
CA,30,676,518-5298,no,yes,600,0.1900825405228374,3,2.5195676282560315,4.990267169444346,1,2.806302420513029,3.147364585658728,300,3.1971036324653914,3.607939668656631,7,4.077546349676065,6,False.
KS,51,758,155-8785,yes,yes,500,9.24019977804108,3,4.721740670161861,5.391177471116493,1,8.179368389088644,5.796528422937541,150,5.110138853890412,5.834241375137133,6,8.802520308359785,1,True.
IN,176,737,343-8199,yes,yes,500,3.13851978223221,1,2.75876290872762,1.0889311999153706,1,4.710529197225273,6.110733163917859,200,4.194093077791555,5.0044252634289785,7,1.1745684848364952,8,False.
IN,80,737,388-3812,yes,no,0,7.464251608190335,3,6.272825913059247,5.43704142952778,2,6.040877053782988,3.8127799417698167,150,6.39809935131153,5.074269366789778,4,4.430619772340218,6,True.
PA,197,806,955-3179,no,no,0,8.899919611620444,6,5.813312118573071,5.592884520412332,1,6.4846865828348434,2.859132203868213,100,7.410014904058165,6.122912208716256,7,2.9869444096087125,6,True.
VT,139,868,185-4636,no,no,0,10.067087357754584,2,7.090884701607786,5.386513999477543,2,7.041451809468042,7.9785877632165985,300,4.961449614855781,5.61899343817082,8,4.234677471020785,7,False.
NE,25,786,945-1844,yes,no,0,1.715863670880054,4,3.2153288041376804,5.909844032035642,0,4.3410420831431376,3.903573926396191,250,2.681669909284321,4.994863441455375,5,7.566921213393949,5,False.
CO,40,677,203-5954,no,yes,500,6.345170172365182,4,6.1355674474807405,7.90413223376808,1,6.3921045686261815,3.69720198405553,200,3.656515636936256,4.5977096044561,4,9.572198301083407,5,True.
DE,61,686,438-6706,yes,no,0,3.1719593708600997,5,3.936483193467828,7.192612132482752,1,2.2782065179647844,2.1608903709588896,300,7.629691198381628,4.1725829829553325,6,1.3223106001688834,10,True.
IN,162,737,822-7473,yes,yes,500,1.637895652644632,4,1.253564332592462,2.8579135750322173,3,4.654391689300201,1.8583344775203077,150,4.655465974139033,3.9097703059713367,3,4.204922450007695,8,False.
MO,96,777,444-4227,yes,no,0,7.059719695884127,3,2.1812053134807368,5.269741669979054,0,8.4811449191643,8.19337962132131,100,3.50625911722663,2.897003844935848,2,12.752323076659334,1,True.
IN,117,737,719-2635,no,no,0,6.964056693046256,2,8.121633069258802,5.471358316681936,5,5.10028957652759,4.650574323127147,200,3.696600289594953,4.356918789518343,6,6.683447393386099,4,True.
IA,72,736,783-5561,yes,yes,400,3.452952095153651,1,5.542695336756895,5.459294735776658,6,2.931079212789484,7.002282276702049,150,3.4586788907797894,5.045268560488506,2,8.808720024989277,3,False.
AZ,62,659,985-8753,yes,no,0,9.886620181491583,2,10.48914151532728,6.474257990240499,5,5.917551607968432,2.767087457058498,200,5.693764889309374,3.5620529217736303,7,3.888669378245549,5,True.
OR,150,798,215-8962,no,no,0,1.7610849827403356,5,2.645043072373673,4.635578549539562,4,1.534827099112332,1.5697035783531137,250,4.657246284559625,5.398378597829775,3,2.75598356319361,5,False.
NV,163,788,932-8727,no,yes,900,4.689795732280585,4,5.573590467955293,7.262032411820684,3,5.093835359648187,4.769074161364847,450,3.2577122303081856,4.497625876562127,8,5.050048615878333,6,False.
SC,148,836,860-1571,yes,no,0,8.941836980570848,5,4.711657852643134,5.446594289703206,3,6.486071531919772,5.4831300486871815,150,5.920879700015075,4.793980323922826,9,4.794527436207729,2,True.
TN,144,847,345-4653,no,no,0,10.571859213617996,3,5.526364353839627,4.316684953173319,0,7.972698791924404,5.541648076979192,250,8.032371339892464,6.65541133679762,7,0.37920808178899,9,False.
GA,175,716,331-4279,no,yes,0,9.2975703045689,0,8.616913911070792,6.711159802062396,1,7.72701191687253,2.3590909658284835,300,5.756266002941828,3.909855399386952,4,6.526943680227118,4,True.
MT,108,778,573-6368,no,no,0,8.272909258904011,2,6.5475689107665325,7.9432987511234945,0,5.653347020934628,1.0769977226406042,300,8.10669482467911,5.489418439569187,7,1.8284056531622968,7,True.
NY,156,788,147-3337,yes,yes,300,0.5175037586926683,6,3.2510280844494,2.435625434587683,7,3.699621527664665,4.274334105354418,200,3.903893474921418,3.890868132349313,3,4.375968809489106,3,False.
CA,163,676,470-7700,yes,yes,900,0.111075407026508,5,1.5821872164377813,5.652978026090036,1,4.475638669259221,1.0906943135649008,450,4.0259701250387625,5.662969337608964,6,3.784839134952701,7,False.
TX,37,848,473-2542,yes,yes,600,5.63267877177714,2,6.772838550412264,5.6756064532615085,4,4.051239183657412,3.9148638697635847,300,5.212766909493283,4.077555682658574,6,4.42325964912364,5,False.
LA,121,766,628-7562,yes,no,0,5.6973670416988895,5,2.269370021428115,4.644704791210689,8,0.620635776763935,1.115119839374663,400,3.30809462642679,4.779959613319492,2,3.994820979388648,3,False.
MN,188,777,898-8827,yes,no,0,2.604768259907077,6,3.4984715512530675,3.313564370217545,7,2.051547575737932,1.697128145915943,250,2.709409811348004,3.4613164299650427,3,4.874708190341109,3,False.
MD,150,776,219-8492,yes,no,0,8.543142394682631,6,4.627679387713609,4.317034222543235,4,6.534700392386739,5.754185545796009,50,6.748994369970296,3.8806357600302,6,4.399163788948849,3,True.
CT,173,678,221-1990,no,yes,500,3.5454318266320097,1,3.412086690963334,4.01698160024937,4,6.819462825100262,0.6904126604777332,200,5.735096903087893,4.926470300988528,3,5.035857540334821,8,True.
IN,68,737,420-6235,yes,yes,600,1.8751839669933377,0,3.685496257100942,1.6977593321391105,3,3.680362672193979,5.840684208292598,200,3.0828180180292497,5.485167173097462,5,4.490819427289657,5,False.
AL,169,657,869-5925,yes,no,0,8.583950590073052,3,7.3803879676936015,7.118482145046679,3,7.0769665171884615,4.62697795453237,250,4.751222276476848,3.241587057021381,4,8.215857544681977,3,True.
DE,140,686,629-2591,no,yes,100,10.970888020717744,4,9.286050448809563,5.011524247774934,5,7.057291894030383,3.8704654615373055,100,6.890218461990305,2.5337732137196984,6,2.856917709203638,6,True.
CT,25,678,390-7926,no,no,0,5.570710199660881,3,5.336222890621482,4.44985026776725,4,4.379094129430185,4.768527076421822,150,6.446785215775346,5.319843142180213,4,4.049611436722487,5,False.
MI,63,777,905-3929,yes,yes,800,3.220011874450946,2,7.581772938755298,7.270507704882278,5,2.780612235019189,4.146758592749499,300,0.9993447523563654,5.24178912532049,7,9.926046525955392,2,False.
IA,56,736,284-8651,no,yes,500,3.5725676078012687,4,4.344947575312978,2.210360992327343,2,4.032557768156073,4.056482884353184,50,5.615131170294188,5.80421473956308,4,2.0552910723636693,8,True.
NC,36,786,940-2892,no,yes,600,3.630396413978605,4,3.3783460260089946,4.172281443206944,2,5.842874731625889,5.4971702305925385,300,3.471900783607463,4.569952096465747,5,5.436318258499067,6,False.
CA,176,676,609-3168,yes,yes,400,1.5459258260752478,3,2.9460216448204464,4.61903354141653,3,1.1657877907875256,1.666842215542597,300,4.744327734081053,5.104356412669227,4,2.17546907221329,6,False.
KY,82,758,440-5645,no,yes,500,3.712336644077231,5,3.816621791314422,5.805846283664492,3,4.664752304650182,4.663439835958335,200,4.907125693295004,3.855914634394417,4,5.359571618350484,6,True.
MI,49,777,832-9758,yes,no,0,4.68290508495733,0,4.1174248530667015,5.204331305686441,4,4.61965865440326,2.0796530603940777,200,5.744864345016495,5.618674640930706,7,3.9082384682131015,9,False.
WI,116,877,628-3823,no,yes,700,6.795030472781594,3,6.558324057623082,6.783811432244864,3,4.935746572590307,5.572273855365534,250,4.4450051079827535,4.45391550503324,6,5.8227135039639775,6,False.
SC,45,836,233-5765,yes,yes,100,13.236643707634023,3,11.00768366234702,5.549737173516806,6,7.471501780899766,3.314792618451704,150,7.737305340022786,6.121551211876896,7,3.124119232564832,3,True.
AZ,187,659,225-8838,yes,yes,300,0.9027448546786676,2,3.4207449959905807,6.30994184704304,6,2.1971028008851885,6.986621876603444,250,2.7942377831447995,2.9752950257084523,2,9.138511790117352,3,False.
AL,46,657,245-9403,yes,yes,500,7.052186629958118,4,7.2034077203149,5.533717509696254,5,5.566415813345792,4.785203744515411,300,6.067999258621986,5.710908566090384,4,4.28488754113449,6,False.
FL,24,707,889-7841,yes,yes,400,4.336279612446657,6,7.404060287125263,9.557584544962946,7,3.5798758978255174,4.023581614944016,350,3.212507474666772,2.964357349613657,4,8.93804375552004,3,False.
NM,175,787,425-9634,no,yes,200,10.99587474155117,2,7.882164715001156,6.636378210496842,2,7.54103029166893,4.584653405086368,200,6.812032561585077,4.851338473311591,5,4.987892383815818,5,True.
TX,173,848,605-1097,no,no,0,6.3670923718236425,5,4.488111547866847,6.014978253732021,0,6.60269662590278,3.3053814402874613,150,7.480747287254905,5.018236389857742,2,3.759127612324108,8,True.
VA,176,866,875-3921,no,no,0,10.923908494071362,7,7.733891741551853,8.938584254155236,4,7.025284780180999,4.014275378521235,200,6.358539082330624,5.268067594480909,7,5.872328701178338,3,True.
TX,166,848,455-7017,no,no,0,9.816775821381723,2,8.079933759216445,8.5060444209458,2,6.225002667294363,2.8428151276845166,250,6.13609007727684,5.139500815914476,8,4.9525005268738616,5,True.
SC,66,836,306-7660,no,yes,400,7.613302431054231,5,6.287296003766848,6.935713950116767,3,6.183205228428427,4.77266921811288,150,4.276152651012125,5.481736305719014,6,7.215969851756137,4,True.
ID,190,736,401-1229,no,no,0,8.7247329838486,3,5.831354142525583,5.96691003033606,0,7.65539801269566,3.3335471666270413,150,6.083853074475129,5.063433052142923,5,6.042041362972928,5,True.
DC,102,686,999-3178,no,yes,400,5.534268031127246,6,0.9495478357686684,3.455298897198478,8,0.741854773450008,3.1335403328056697,350,1.4675678353253154,5.004576153232092,3,6.301522719696732,1,False.
RI,46,827,463-8995,no,yes,200,7.622042238452781,5,5.756602482541857,5.332294414238644,5,4.569312886254476,5.496022112093192,150,7.071957429707683,5.0488861639928135,7,0.6583752524446966,6,True.
MS,134,778,572-5466,yes,yes,0,13.241038031603122,1,9.145849692335062,6.776635765081913,1,9.235329355438534,3.3457686476526094,150,7.266354424947572,6.2974008002216335,6,4.632240363131775,5,True.
NH,10,787,135-6795,yes,no,0,4.606560520859285,3,3.427538342531408,8.481018489802503,2,5.489607504113304,2.3840158392837623,350,5.8549547706497895,4.703852446841073,5,5.309420215067096,8,True.
CA,162,676,746-6463,yes,no,0,8.806521440148135,3,8.403123319590682,7.252096790271466,4,3.912502977305445,2.3784314967880418,250,6.230669717859052,4.227503103131919,11,0.8723132328227283,5,True.
WY,148,878,425-2306,yes,yes,700,0.1522480666251988,5,1.781510659344335,1.0764942853683777,3,5.298666130829046,4.307102082672748,150,2.452857840403361,4.363475505987949,3,7.168033098155803,2,False.
WV,85,878,566-4197,no,yes,600,5.081395826128252,4,3.1793873720245904,6.484196191988804,1,5.772982967694444,2.879203631579142,250,6.33044013040314,5.189492525569777,5,4.256915377811199,7,True.
UT,12,858,687-2864,yes,yes,700,6.940929474530645,9,3.47984917333412,4.491832405795262,5,5.844830005718298,7.377069480280873,50,5.83562841777656,4.241768635987852,5,4.998100609873692,4,True.
DC,101,686,276-1930,no,yes,800,6.887714825582389,2,5.382248583863761,3.461626184110498,1,6.205412827657945,3.796074486621629,300,7.209502423790378,5.154648101522244,6,0.5642058396074896,8,False.
AL,186,657,713-8769,no,no,0,10.364518197435393,3,6.044460270931908,6.742608538925136,0,7.469545148658088,5.718595369944611,50,5.096167173069881,6.007053554473715,7,8.006499354827849,3,True.
NJ,79,787,874-6922,no,no,0,9.754087584179224,5,7.39441342493796,7.770598826676425,5,5.269186040951658,5.864072999894875,200,5.26229764818617,4.581036953823225,9,5.1826605882394645,3,True.
LA,97,766,266-7837,yes,no,0,9.98040201217438,4,4.92039513386728,7.0764374498944616,0,8.11403390889118,4.871745328507033,150,5.54866922280225,6.2162556374183735,7,8.152078516844913,2,True.
OR,72,798,170-5847,yes,yes,100,14.420062295096416,1,9.949986435305696,7.186160235732495,2,10.673368520906074,4.3443340694809525,200,5.991417519348917,5.382598269404487,5,9.38242263649706,2,True.
MT,169,778,641-3670,yes,yes,400,2.896610229635273,2,3.497153215754431,3.872582561175352,1,5.521962386076109,2.6902095156661314,150,6.280337028457666,5.739212475115884,0,4.163430776330033,10,True.
MT,110,778,741-6198,yes,yes,300,0.6558352169340766,3,3.690348648950343,0.2875196203094683,8,2.256328926580625,4.706638401409621,250,2.526664104579523,3.6561611350532655,7,0.2455863962167939,4,False.
MI,164,777,958-6827,no,no,0,13.495078620714391,1,9.902903197330389,6.980782873245256,4,9.011547547921278,4.533284576875214,150,5.7924807848782285,6.8054618685184805,7,7.224516537041092,2,True.
MO,147,777,940-9186,yes,yes,400,8.175649707101613,2,6.052925440029132,5.959261767572452,2,6.677457237236414,4.971362864955138,200,5.431768389300533,4.405149980381667,5,7.363142356607813,4,True.
IN,122,737,895-5250,no,no,0,4.575369947766049,4,6.53153609342426,7.860523039349273,5,2.1056945071639803,2.998887008353764,350,7.409001240341839,4.682988403696061,5,0.4273705730691413,9,True.
MT,37,778,100-2118,yes,no,0,3.210323192870685,3,5.761634957720351,2.8380838619023963,7,4.169431600635504,6.536186672037585,400,2.022024122706042,5.773999190696544,8,4.450284300529053,4,False.
TX,79,848,945-9680,yes,no,0,13.601934341042393,4,7.873577024925545,7.68960164755417,2,8.02602586579142,4.455068700972533,50,6.6161814494354,5.990576380843674,10,4.795328742284132,3,True.
ID,190,736,661-1322,no,no,0,4.662284546738933,4,5.447646820819056,7.160569636378911,11,1.60078991491085,2.740543663702855,550,0.3512041059462056,4.406507550581475,7,6.262708883731789,2,False.
HI,41,727,927-1669,no,no,0,7.599527230919021,5,5.418539500459645,6.237944365888546,3,5.307548578035683,4.514771750611915,150,6.446671321106791,4.866654344022514,7,3.583290595099076,5,True.
SD,16,836,662-1959,no,yes,600,4.13697598898767,3,5.627960264568417,1.2880272512206394,4,3.9067412485779065,5.1352424798076175,50,4.732784766219668,5.358170427886281,5,3.02512179319118,6,True.
HI,136,727,317-6301,no,yes,300,3.131165477966806,4,3.638690812643034,0.220177000442697,4,4.928240707014488,3.419854441605791,200,6.098661590642065,4.38951071503052,6,1.766743524153371,7,False.
AR,5,658,502-7051,no,yes,600,1.0344281733580951,6,1.9549169548538243,5.46659823289157,0,3.1402125876159013,0.0883362985683087,300,4.7669989516506455,6.507098322313282,5,3.43861112343976,7,False.
MI,193,777,957-8421,no,yes,100,4.187748856441875,2,4.469455949061835,4.626451727517567,1,3.141289773276265,3.2097432006385693,200,8.035884185071126,5.536100356333772,4,2.1222559588126364,11,True.
MA,47,776,182-8115,no,no,0,2.6808079327051444,3,2.0666511537727565,2.524211547098667,1,5.364866815774804,2.306916841587374,200,5.898411602411025,5.19540287965887,5,1.494529956101606,8,False.
NJ,131,787,305-6075,yes,no,0,0.2234195303882433,6,3.906860616061241,3.178263360500453,8,2.918560985618152,3.676419496222892,250,3.0018467840420886,3.4748712713249814,6,2.3278092870309983,4,False.
IA,156,736,265-2255,no,yes,300,0.6157268492851511,4,3.2109493559374678,0.989568083721502,4,3.370357794878129,3.1863994232669084,250,5.282463942124998,6.299344631951842,5,0.9908032421285702,8,False.
NC,41,786,974-9099,yes,yes,300,8.921947659672421,2,7.680235676275595,7.20746201697345,3,5.643161770631808,5.146790351163575,200,4.220758810348273,4.650730438144174,8,6.514528094755647,4,True.
IN,116,737,289-2978,no,yes,400,2.7140304123355223,3,3.2986578637182977,1.1903296384856,4,5.0570596716233975,5.497848344666855,200,4.834844418385555,5.113320407481793,4,2.4063972510909624,6,False.
OH,134,797,882-7457,no,yes,200,9.615701089264912,2,5.504028763690662,4.866337230895844,1,7.923050497495115,6.03818834847883,100,5.1136262277985045,3.596838554587091,6,6.681852719946504,3,True.
WY,140,878,457-3968,yes,yes,500,1.0960808795419026,4,3.554322759130986,4.300555832497085,3,3.489100670724665,4.446590914966785,200,2.569146639832516,4.270685746837317,5,6.771064090707375,4,False.
NV,93,788,846-6748,no,yes,200,1.4260893270288593,5,4.376558329727935,4.290354991814908,9,2.936217421022696,6.223538737655307,300,2.7671477904847386,4.464743495654021,5,4.1106047474193765,3,False.
UT,44,858,220-7003,no,no,0,5.1169748928254455,1,3.3167077339787863,1.473690356590685,2,6.443452473225747,3.4856458088417472,200,5.121864756092846,6.0478055602582295,9,0.9103849744954936,9,False.
AZ,158,659,855-9621,no,yes,500,7.298254886409708,3,5.67176575347181,5.817991301309587,3,5.6164463383652174,4.033698399652159,250,5.790088364989993,2.551051315665495,7,4.725605151737304,4,True.
RI,40,827,425-5460,no,yes,800,3.099750261218379,3,1.0975781352425402,0.203408211657222,0,6.895824960484607,5.6757253736673485,300,4.530294458732926,5.960051095508882,7,0.2494312192478389,8,False.
ID,196,736,273-2985,yes,yes,300,9.873863335532992,5,6.443172300953114,5.668251965026173,3,6.570675026607818,5.347550680494582,50,5.903606661031674,4.6338825560793175,7,4.590662849078742,4,True.
ME,156,776,974-4162,no,no,0,0.6175685014999948,1,3.506588945863665,2.720824248057812,2,1.814998591076664,1.6957922803471923,300,3.7008102291298295,4.309515194264952,8,1.0351150313885027,6,False.
KS,14,758,635-8900,no,no,0,9.10728786010718,3,7.210610780225897,5.4881245706379165,4,5.267935596537237,4.622946978654791,100,5.972972265919552,4.858564592568188,8,3.186916296924177,5,True.
OR,131,798,321-9470,no,no,0,2.1446714382768963,2,3.4234571903356072,3.241615508830032,7,1.1201407966570711,4.733101399743347,250,2.104613050691457,6.198122683869465,3,6.982696258922208,2,False.
KS,57,758,433-3285,no,no,0,3.72176284792744,4,5.889442367565121,4.946579912149802,4,4.360025859176534,3.775256116569866,250,3.840128749665704,4.822643540428167,5,4.95551402607882,5,False.
MA,29,776,172-4071,yes,yes,500,6.732174665667538,6,4.494611327106068,8.098064996894735,1,4.926722697568752,3.0190802058577644,200,7.290012083818193,5.873534296539805,7,2.5641323571514816,7,True.
VA,40,866,134-8000,yes,yes,400,8.970443164881814,5,5.866311984832263,6.308113441961194,1,6.859790601320208,4.060251953224814,50,5.853099298919441,3.010550816029588,6,5.859072187118978,5,True.
CO,143,677,444-8667,no,yes,600,5.0207562527058585,0,2.728079392473047,1.8729025002248108,1,5.746705039205667,5.060002035016284,150,6.318498838187734,5.105513582198226,6,1.275541274698616,9,False.
MT,196,778,921-9250,yes,no,0,1.7676115281234708,2,4.663673948966019,6.602566324708249,5,0.1524107349635031,3.182253012284563,250,1.9063806526371625,7.0562149507989655,3,9.715483178582272,2,False.
AR,188,658,529-2905,no,no,0,1.2641120623533846,5,1.9245975148702696,2.641876765891663,3,3.618406495570456,3.019747248059085,350,3.453498523716632,4.623056428407002,4,3.7079988683137537,5,False.
NH,13,787,224-7460,no,yes,400,0.0662882790784893,2,4.3601378833119,2.502166817938376,5,2.3953459284543257,4.693981704418845,200,2.117677454986312,5.302707355763342,4,5.95581108406451,4,False.
DC,104,686,842-3977,yes,no,0,3.8285722209486313,5,5.053680975440328,5.915796553658232,5,4.004987293713698,3.702564429248035,400,5.028727350446623,5.431885495926841,7,2.997132020386119,5,False.
MN,52,777,850-1819,no,yes,800,5.602444003327003,5,2.564059371224225,1.5760743701763589,0,8.15472291527038,5.664875340478727,250,3.854531098899961,5.246179247229555,9,1.3805388204998232,8,False.
MS,27,778,706-1573,no,yes,500,2.3363305324699173,3,1.6916620282118109,0.3988852516709595,5,2.4437058124656312,4.707320801619401,300,2.7904872199508777,5.65068211911736,4,2.7290028386179057,4,False.
ID,197,736,446-3246,no,yes,200,1.0529844210908927,6,6.224057417137383,5.161453963765852,12,1.7372930084838418,4.574239542912945,350,3.803579914529167,6.538099290002176,3,4.440660617574436,2,False.
TX,108,848,262-9042,yes,yes,500,3.617502120782415,3,6.059484521978661,6.221309476196304,6,3.253329193683673,4.693441592995463,350,3.919883902242753,4.779694803144256,6,4.70395890150589,5,False.
FL,73,707,974-1381,yes,no,0,16.50414730042941,3,8.509807082178163,8.129212209693023,0,10.708201815911366,4.916960222178729,100,6.899678022052701,5.534131444716199,9,8.153066337431433,1,True.
